catalogue_key,make,model_group,generation_name,chassis_platform_code,production_start_year,production_end_year,year_basis,scope_note,bg_market_evidence,bg_market_catalogue_source_url,bg_market_context_source_url,technical_source_name,technical_source_url,priority,priority_reason,confidence,local_confirmation_required,source_checked_on
opel__zafira__zafira-c-tourer__p12,Opel,Zafira,Zafira C / Tourer,P12,2011,2019,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",European Zafira. Tourer is the C-generation market name and must not be merged with the later PSA-based Zafira Life.,"MEGAPARTS lists used parts for Astra, Corsa, Insignia, and Zafira by generation. Opel held about 5.1% of 2025 used registrations and ranked second in the MVR-derived fleet data; Astra and Corsa were specifically identified as common models.",https://www.megaparts.bg/products/avtochasti/opel/gt-cabrio,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Opel/Stellantis Media - official model and heritage archive,https://www.media.stellantis.com/em-en/opel,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
ford__focus__mk1-europe__c170,Ford,Focus,Mk1 (Europe),C170,1998,2005,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European Focus. Facelift and hatchback, estate, or sedan details require separate fields; do not rely on the Mk label alone.","MEGAPARTS supports generation-level searches for Focus, Fiesta, Mondeo, and Kuga. Ford is in the top ten brands in the MVR-derived Bulgarian fleet data; Focus and Mondeo were specifically identified as common transferred models.",https://www.megaparts.bg/products/avtochasti/ford/transit-platform-iv,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Ford Heritage Vault - official brochures and model archive,https://fordheritagevault.com/,P0,Launch core: high Bulgarian fleet or used-registration presence with clear generation-level local used-parts supply.,high,false,2026-09-07
ford__focus__mk2-europe__c307,Ford,Focus,Mk2 (Europe),C307,2004,2011,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European Focus. Facelift and hatchback, estate, or sedan details require separate fields; do not rely on the Mk label alone.","MEGAPARTS supports generation-level searches for Focus, Fiesta, Mondeo, and Kuga. Ford is in the top ten brands in the MVR-derived Bulgarian fleet data; Focus and Mondeo were specifically identified as common transferred models.",https://www.megaparts.bg/products/avtochasti/ford/transit-platform-iv,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Ford Heritage Vault - official brochures and model archive,https://fordheritagevault.com/,P0,Launch core: high Bulgarian fleet or used-registration presence with clear generation-level local used-parts supply.,high,false,2026-09-07
ford__focus__mk3-europe__c346,Ford,Focus,Mk3 (Europe),C346,2010,2018,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European Focus. Facelift and hatchback, estate, or sedan details require separate fields; do not rely on the Mk label alone.","MEGAPARTS supports generation-level searches for Focus, Fiesta, Mondeo, and Kuga. Ford is in the top ten brands in the MVR-derived Bulgarian fleet data; Focus and Mondeo were specifically identified as common transferred models.",https://www.megaparts.bg/products/avtochasti/ford/transit-platform-iv,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Ford Heritage Vault - official brochures and model archive,https://fordheritagevault.com/,P0,Launch core: high Bulgarian fleet or used-registration presence with clear generation-level local used-parts supply.,high,false,2026-09-07
ford__fiesta__mk5-european-numbering__b256,Ford,Fiesta,Mk5 (European numbering),B256,2001,2008,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",Uses European Mk numbering together with Ford development codes. UK and US sources may number generations differently.,"MEGAPARTS supports generation-level searches for Focus, Fiesta, Mondeo, and Kuga. Ford is in the top ten brands in the MVR-derived Bulgarian fleet data; Focus and Mondeo were specifically identified as common transferred models.",https://www.megaparts.bg/products/avtochasti/ford/transit-platform-iv,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Ford Heritage Vault - official brochures and model archive,https://fordheritagevault.com/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",medium,true,2026-09-07
ford__fiesta__mk6-european-numbering__b299,Ford,Fiesta,Mk6 (European numbering),B299,2008,2017,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",Uses European Mk numbering together with Ford development codes. UK and US sources may number generations differently.,"MEGAPARTS supports generation-level searches for Focus, Fiesta, Mondeo, and Kuga. Ford is in the top ten brands in the MVR-derived Bulgarian fleet data; Focus and Mondeo were specifically identified as common transferred models.",https://www.megaparts.bg/products/avtochasti/ford/transit-platform-iv,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Ford Heritage Vault - official brochures and model archive,https://fordheritagevault.com/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",medium,true,2026-09-07
ford__fiesta__mk7-european-numbering__b479,Ford,Fiesta,Mk7 (European numbering),B479,2017,2023,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",Uses European Mk numbering together with Ford development codes. UK and US sources may number generations differently.,"MEGAPARTS supports generation-level searches for Focus, Fiesta, Mondeo, and Kuga. Ford is in the top ten brands in the MVR-derived Bulgarian fleet data; Focus and Mondeo were specifically identified as common transferred models.",https://www.megaparts.bg/products/avtochasti/ford/transit-platform-iv,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Ford Heritage Vault - official brochures and model archive,https://fordheritagevault.com/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",medium,true,2026-09-07
ford__mondeo__mk3-europe__cd132,Ford,Mondeo,Mk3 (Europe),CD132,2000,2007,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European Mondeo. Do not merge the North American Fusion solely because of platform links. Match hatchback, sedan, and estate separately.","MEGAPARTS supports generation-level searches for Focus, Fiesta, Mondeo, and Kuga. Ford is in the top ten brands in the MVR-derived Bulgarian fleet data; Focus and Mondeo were specifically identified as common transferred models.",https://www.megaparts.bg/products/avtochasti/ford/transit-platform-iv,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Ford Heritage Vault - official brochures and model archive,https://fordheritagevault.com/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
ford__mondeo__mk4-europe__eucd,Ford,Mondeo,Mk4 (Europe),EUCD,2007,2014,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European Mondeo. Do not merge the North American Fusion solely because of platform links. Match hatchback, sedan, and estate separately.","MEGAPARTS supports generation-level searches for Focus, Fiesta, Mondeo, and Kuga. Ford is in the top ten brands in the MVR-derived Bulgarian fleet data; Focus and Mondeo were specifically identified as common transferred models.",https://www.megaparts.bg/products/avtochasti/ford/transit-platform-iv,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Ford Heritage Vault - official brochures and model archive,https://fordheritagevault.com/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
ford__mondeo__mk5-europe__cd391,Ford,Mondeo,Mk5 (Europe),CD391,2014,2022,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European Mondeo. Do not merge the North American Fusion solely because of platform links. Match hatchback, sedan, and estate separately.","MEGAPARTS supports generation-level searches for Focus, Fiesta, Mondeo, and Kuga. Ford is in the top ten brands in the MVR-derived Bulgarian fleet data; Focus and Mondeo were specifically identified as common transferred models.",https://www.megaparts.bg/products/avtochasti/ford/transit-platform-iv,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Ford Heritage Vault - official brochures and model archive,https://fordheritagevault.com/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
ford__kuga__kuga-i__c394,Ford,Kuga,Kuga I,C394,2008,2012,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",European Kuga. Do not automatically merge the North American Escape even where development foundations are shared.,"MEGAPARTS supports generation-level searches for Focus, Fiesta, Mondeo, and Kuga. Ford is in the top ten brands in the MVR-derived Bulgarian fleet data; Focus and Mondeo were specifically identified as common transferred models.",https://www.megaparts.bg/products/avtochasti/ford/transit-platform-iv,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Ford Media Europe - official model archive,https://media.ford.com/content/fordmedia/feu/en.html,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
ford__kuga__kuga-ii__c520,Ford,Kuga,Kuga II,C520,2012,2019,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",European Kuga. Do not automatically merge the North American Escape even where development foundations are shared.,"MEGAPARTS supports generation-level searches for Focus, Fiesta, Mondeo, and Kuga. Ford is in the top ten brands in the MVR-derived Bulgarian fleet data; Focus and Mondeo were specifically identified as common transferred models.",https://www.megaparts.bg/products/avtochasti/ford/transit-platform-iv,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Ford Media Europe - official model archive,https://media.ford.com/content/fordmedia/feu/en.html,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
renault__clio__clio-ii__x65,Renault,Clio,Clio II,X65,1998,2012,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",European regular-production Clio. Clio V6 and Renaultsport-specific parts are excluded from general compatibility.,"MEGAPARTS lists generation-level used parts for Clio, Megane, Scenic, and Laguna. Renault is in the top ten brands in the MVR-derived Bulgarian fleet data.",https://www.megaparts.bg/products/avtochasti/renault/trafic-iii-platform,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,The Originals Renault Museum - official heritage archive,https://theoriginals.renault.com/en,P0,Launch core: high Bulgarian fleet or used-registration presence with clear generation-level local used-parts supply.,high,false,2026-09-07
renault__clio__clio-iii__x85,Renault,Clio,Clio III,X85,2005,2014,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",European regular-production Clio. Clio V6 and Renaultsport-specific parts are excluded from general compatibility.,"MEGAPARTS lists generation-level used parts for Clio, Megane, Scenic, and Laguna. Renault is in the top ten brands in the MVR-derived Bulgarian fleet data.",https://www.megaparts.bg/products/avtochasti/renault/trafic-iii-platform,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,The Originals Renault Museum - official heritage archive,https://theoriginals.renault.com/en,P0,Launch core: high Bulgarian fleet or used-registration presence with clear generation-level local used-parts supply.,high,false,2026-09-07
renault__clio__clio-iv__x98,Renault,Clio,Clio IV,X98,2012,2020,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",European regular-production Clio. Clio V6 and Renaultsport-specific parts are excluded from general compatibility.,"MEGAPARTS lists generation-level used parts for Clio, Megane, Scenic, and Laguna. Renault is in the top ten brands in the MVR-derived Bulgarian fleet data.",https://www.megaparts.bg/products/avtochasti/renault/trafic-iii-platform,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,The Originals Renault Museum - official heritage archive,https://theoriginals.renault.com/en,P0,Launch core: high Bulgarian fleet or used-registration presence with clear generation-level local used-parts supply.,high,false,2026-09-07
renault__megane__megane-ii__x84,Renault,Megane,Megane II,X84,2002,2009,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European Megane. Match coupe, cabriolet, sedan, and estate by body code. Scenic remains a separate model group.","MEGAPARTS lists generation-level used parts for Clio, Megane, Scenic, and Laguna. Renault is in the top ten brands in the MVR-derived Bulgarian fleet data.",https://www.megaparts.bg/products/avtochasti/renault/trafic-iii-platform,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,The Originals Renault Museum - Megane archive,https://theoriginals.renault.com/en/megane-coupe,P0,Launch core: high Bulgarian fleet or used-registration presence with clear generation-level local used-parts supply.,high,false,2026-09-07
renault__megane__megane-iii__x95,Renault,Megane,Megane III,X95,2008,2016,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European Megane. Match coupe, cabriolet, sedan, and estate by body code. Scenic remains a separate model group.","MEGAPARTS lists generation-level used parts for Clio, Megane, Scenic, and Laguna. Renault is in the top ten brands in the MVR-derived Bulgarian fleet data.",https://www.megaparts.bg/products/avtochasti/renault/trafic-iii-platform,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,The Originals Renault Museum - Megane archive,https://theoriginals.renault.com/en/megane-coupe,P0,Launch core: high Bulgarian fleet or used-registration presence with clear generation-level local used-parts supply.,high,false,2026-09-07
renault__megane__megane-iv__xfb,Renault,Megane,Megane IV,XFB,2016,2024,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European Megane. Match coupe, cabriolet, sedan, and estate by body code. Scenic remains a separate model group.","MEGAPARTS lists generation-level used parts for Clio, Megane, Scenic, and Laguna. Renault is in the top ten brands in the MVR-derived Bulgarian fleet data.",https://www.megaparts.bg/products/avtochasti/renault/trafic-iii-platform,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,The Originals Renault Museum - Megane archive,https://theoriginals.renault.com/en/megane-coupe,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
renault__scenic__scenic-ii__jm,Renault,Scenic,Scenic II,JM,2003,2009,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","Scenic and Grand Scenic share a generation but require separate body variants. Do not cross-match body, glass, or interior parts.","MEGAPARTS lists generation-level used parts for Clio, Megane, Scenic, and Laguna. Renault is in the top ten brands in the MVR-derived Bulgarian fleet data.",https://www.megaparts.bg/products/avtochasti/renault/trafic-iii-platform,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,The Originals Renault Museum - Scenic archive,https://theoriginals.renault.com/en/scenic-rxt,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
renault__scenic__scenic-iii__jz,Renault,Scenic,Scenic III,JZ,2009,2016,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","Scenic and Grand Scenic share a generation but require separate body variants. Do not cross-match body, glass, or interior parts.","MEGAPARTS lists generation-level used parts for Clio, Megane, Scenic, and Laguna. Renault is in the top ten brands in the MVR-derived Bulgarian fleet data.",https://www.megaparts.bg/products/avtochasti/renault/trafic-iii-platform,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,The Originals Renault Museum - Scenic archive,https://theoriginals.renault.com/en/scenic-rxt,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
renault__scenic__scenic-iv__jfa-rfa,Renault,Scenic,Scenic IV,JFA/RFA,2016,2023,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","Scenic and Grand Scenic share a generation but require separate body variants. Do not cross-match body, glass, or interior parts.","MEGAPARTS lists generation-level used parts for Clio, Megane, Scenic, and Laguna. Renault is in the top ten brands in the MVR-derived Bulgarian fleet data.",https://www.megaparts.bg/products/avtochasti/renault/trafic-iii-platform,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,The Originals Renault Museum - Scenic archive,https://theoriginals.renault.com/en/scenic-rxt,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
renault__laguna__laguna-ii__x74,Renault,Laguna,Laguna II,X74,2001,2007,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",European Laguna hatchback and estate. Coupe requires a separate body code.,"MEGAPARTS lists generation-level used parts for Clio, Megane, Scenic, and Laguna. Renault is in the top ten brands in the MVR-derived Bulgarian fleet data.",https://www.megaparts.bg/products/avtochasti/renault/trafic-iii-platform,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,The Originals Renault Museum - official heritage archive,https://theoriginals.renault.com/en,P2,"Low-priority retention: older generation, thinner supply, or a naming/body boundary that should be validated against local inventory.",high,false,2026-09-07
renault__laguna__laguna-iii__x91,Renault,Laguna,Laguna III,X91,2007,2015,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",European Laguna hatchback and estate. Coupe requires a separate body code.,"MEGAPARTS lists generation-level used parts for Clio, Megane, Scenic, and Laguna. Renault is in the top ten brands in the MVR-derived Bulgarian fleet data.",https://www.megaparts.bg/products/avtochasti/renault/trafic-iii-platform,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,The Originals Renault Museum - official heritage archive,https://theoriginals.renault.com/en,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
peugeot__206__206-206__t1,Peugeot,206,206 / 206+,T1,1998,2012,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","206 and 206+ remain in one lineage, but facelift and body details must be stored separately. Do not cross-match 206 CC body parts with the hatchback.","MEGAPARTS lists generation-level used parts for 206, 207, 307, and 308. Peugeot is in the top ten brands in the MVR-derived fleet data, while French brands represented about 11% of 2025 used registrations.",https://www.megaparts.bg/products/avtochasti/peugeot/expert-platform-iii,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Peugeot/Stellantis Media - official history archive,https://www.media.stellantis.com/em-en/peugeot,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
peugeot__207__207__a7,Peugeot,207,207,A7,2006,2014,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","Match 207 hatchback, SW, and CC by body code. Do not merge with 206 or 208.","MEGAPARTS lists generation-level used parts for 206, 207, 307, and 308. Peugeot is in the top ten brands in the MVR-derived fleet data, while French brands represented about 11% of 2025 used registrations.",https://www.megaparts.bg/products/avtochasti/peugeot/expert-platform-iii,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Peugeot/Stellantis Media - official history archive,https://www.media.stellantis.com/em-en/peugeot,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
peugeot__307__307__t5,Peugeot,307,307,T5,2001,2009,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","Match 307 hatchback, SW, and CC separately. Do not merge with 308.","MEGAPARTS lists generation-level used parts for 206, 207, 307, and 308. Peugeot is in the top ten brands in the MVR-derived fleet data, while French brands represented about 11% of 2025 used registrations.",https://www.megaparts.bg/products/avtochasti/peugeot/expert-platform-iii,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Peugeot/Stellantis Media - official history archive,https://www.media.stellantis.com/em-en/peugeot,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
peugeot__308__308-i__t7,Peugeot,308,308 I,T7,2007,2015,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","Keep first and second generations separate. Match hatchback, SW, and CC by body code.","MEGAPARTS lists generation-level used parts for 206, 207, 307, and 308. Peugeot is in the top ten brands in the MVR-derived fleet data, while French brands represented about 11% of 2025 used registrations.",https://www.megaparts.bg/products/avtochasti/peugeot/expert-platform-iii,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Peugeot/Stellantis Media - official history archive,https://www.media.stellantis.com/em-en/peugeot,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
peugeot__308__308-ii__t9,Peugeot,308,308 II,T9,2013,2021,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","Keep first and second generations separate. Match hatchback, SW, and CC by body code.","MEGAPARTS lists generation-level used parts for 206, 207, 307, and 308. Peugeot is in the top ten brands in the MVR-derived fleet data, while French brands represented about 11% of 2025 used registrations.",https://www.megaparts.bg/products/avtochasti/peugeot/expert-platform-iii,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Peugeot/Stellantis Media - official history archive,https://www.media.stellantis.com/em-en/peugeot,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
citroen__c3__c3-i__fc-fn,Citroen,C3,C3 I,FC/FN,2002,2009,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European C3 hatchback. C3 Pluriel, Picasso, and Aircross are excluded.","MEGAPARTS lists generation-level used parts for C3, C4, and C5. French brands represented about 11% of Bulgarian used-vehicle registrations in 2025, supporting inclusion of the main C-series models.",https://www.megaparts.bg/products/avtochasti/citroen/xm-ii-break,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Citroen/Stellantis Media - official heritage archive,https://www.media.stellantis.com/em-en/citroen,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
citroen__c3__c3-ii__sc,Citroen,C3,C3 II,SC,2009,2016,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European C3 hatchback. C3 Pluriel, Picasso, and Aircross are excluded.","MEGAPARTS lists generation-level used parts for C3, C4, and C5. French brands represented about 11% of Bulgarian used-vehicle registrations in 2025, supporting inclusion of the main C-series models.",https://www.megaparts.bg/products/avtochasti/citroen/xm-ii-break,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Citroen/Stellantis Media - official heritage archive,https://www.media.stellantis.com/em-en/citroen,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
citroen__c4__c4-i__lc-la,Citroen,C4,C4 I,LC/LA,2004,2010,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European C4 hatchback and coupe. C4 Picasso, Grand Picasso, and Cactus are excluded.","MEGAPARTS lists generation-level used parts for C3, C4, and C5. French brands represented about 11% of Bulgarian used-vehicle registrations in 2025, supporting inclusion of the main C-series models.",https://www.megaparts.bg/products/avtochasti/citroen/xm-ii-break,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Citroen/Stellantis Media - official heritage archive,https://www.media.stellantis.com/em-en/citroen,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
citroen__c4__c4-ii__b7,Citroen,C4,C4 II,B7,2010,2018,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European C4 hatchback and coupe. C4 Picasso, Grand Picasso, and Cactus are excluded.","MEGAPARTS lists generation-level used parts for C3, C4, and C5. French brands represented about 11% of Bulgarian used-vehicle registrations in 2025, supporting inclusion of the main C-series models.",https://www.megaparts.bg/products/avtochasti/citroen/xm-ii-break,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Citroen/Stellantis Media - official heritage archive,https://www.media.stellantis.com/em-en/citroen,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
citroen__c5__c5-i__dc-de-facelift-rc-re,Citroen,C5,C5 I,DC/DE; facelift RC/RE,2001,2008,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",European C5 hatchback/estate or sedan/estate. Some parts catalogues call the second generation C5 III; preserve this as an alias only.,"MEGAPARTS lists generation-level used parts for C3, C4, and C5. French brands represented about 11% of Bulgarian used-vehicle registrations in 2025, supporting inclusion of the main C-series models.",https://www.megaparts.bg/products/avtochasti/citroen/xm-ii-break,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Citroen/Stellantis Media - official heritage archive,https://www.media.stellantis.com/em-en/citroen,P2,"Low-priority retention: older generation, thinner supply, or a naming/body boundary that should be validated against local inventory.",high,false,2026-09-07
citroen__c5__c5-ii-often-listed-as-c5-iii__rd-td,Citroen,C5,C5 II (often listed as C5 III),RD/TD,2008,2017,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",European C5 hatchback/estate or sedan/estate. Some parts catalogues call the second generation C5 III; preserve this as an alias only.,"MEGAPARTS lists generation-level used parts for C3, C4, and C5. French brands represented about 11% of Bulgarian used-vehicle registrations in 2025, supporting inclusion of the main C-series models.",https://www.megaparts.bg/products/avtochasti/citroen/xm-ii-break,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Citroen/Stellantis Media - official heritage archive,https://www.media.stellantis.com/em-en/citroen,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",medium,true,2026-09-07
skoda__octavia__octavia-i__1u,Skoda,Octavia,Octavia I,1U,1996,2010,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European liftback and Combi. Scout and vRS suspension, brake, and exterior differences require OE-number matching.","MEGAPARTS lists used parts for Octavia, Fabia, and Superb by generation and body style, showing an operational local supply and search pattern. Final priority should still be checked against actual partner inventory volumes.",https://www.megaparts.bg/products/avtochasti/skoda/octavia-iv-hatchback,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Skoda Storyboard - official model and heritage archive,https://www.skoda-storyboard.com/en/,P0,Launch core: high Bulgarian fleet or used-registration presence with clear generation-level local used-parts supply.,high,false,2026-09-07
skoda__octavia__octavia-ii__1z,Skoda,Octavia,Octavia II,1Z,2004,2013,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European liftback and Combi. Scout and vRS suspension, brake, and exterior differences require OE-number matching.","MEGAPARTS lists used parts for Octavia, Fabia, and Superb by generation and body style, showing an operational local supply and search pattern. Final priority should still be checked against actual partner inventory volumes.",https://www.megaparts.bg/products/avtochasti/skoda/octavia-iv-hatchback,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Skoda Storyboard - official model and heritage archive,https://www.skoda-storyboard.com/en/,P0,Launch core: high Bulgarian fleet or used-registration presence with clear generation-level local used-parts supply.,high,false,2026-09-07
skoda__octavia__octavia-iii__5e,Skoda,Octavia,Octavia III,5E,2012,2020,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European liftback and Combi. Scout and vRS suspension, brake, and exterior differences require OE-number matching.","MEGAPARTS lists used parts for Octavia, Fabia, and Superb by generation and body style, showing an operational local supply and search pattern. Final priority should still be checked against actual partner inventory volumes.",https://www.megaparts.bg/products/avtochasti/skoda/octavia-iv-hatchback,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Skoda Storyboard - official model and heritage archive,https://www.skoda-storyboard.com/en/,P0,Launch core: high Bulgarian fleet or used-registration presence with clear generation-level local used-parts supply.,high,false,2026-09-07
